"","fpr","tpr"
"1",0,0
"2",0.00012647021626407,0
"3",0.00012647021626407,0.00401606425702811
"4",0.00025294043252814,0.00401606425702811
"5",0.00025294043252814,0.00803212851405622
"6",0.000379410648792209,0.0120481927710843
"7",0.000505880865056279,0.0160642570281124
"8",0.000505880865056279,0.0200803212851406
"9",0.000505880865056279,0.0240963855421687
"10",0.000758821297584419,0.0240963855421687
"11",0.000885291513848489,0.0240963855421687
"12",0.00101176173011256,0.0240963855421687
"13",0.0012647021626407,0.0240963855421687
"14",0.00139117237890477,0.0281124497991968
"15",0.00151764259516884,0.0281124497991968
"16",0.00189705324396105,0.0281124497991968
"17",0.00202352346022512,0.0281124497991968
"18",0.00227646389275326,0.0281124497991968
"19",0.00265587454154547,0.0281124497991968
"20",0.00278234475780954,0.0281124497991968
"21",0.00316175540660175,0.0281124497991968
"22",0.00328822562286582,0.0321285140562249
"23",0.00341469583912989,0.0321285140562249
"24",0.00379410648792209,0.0401606425702811
"25",0.00404704692045023,0.0401606425702811
"26",0.0041735171367143,0.0401606425702811
"27",0.00429998735297837,0.0441767068273092
"28",0.00455292778550651,0.0481927710843374
"29",0.00480586821803465,0.0481927710843374
"30",0.00531174908309093,0.0481927710843374
"31",0.005438219299355,0.0481927710843374
"32",0.00556468951561907,0.0562248995983936
"33",0.00594410016441128,0.0562248995983936
"34",0.00644998102946756,0.0562248995983936
"35",0.00644998102946756,0.0642570281124498
"36",0.00695586189452384,0.0682730923694779
"37",0.00720880232705198,0.0682730923694779
"38",0.00758821297584419,0.0682730923694779
"39",0.00771468319210826,0.072289156626506
"40",0.00834703427342861,0.0763052208835341
"41",0.00885291513848489,0.0763052208835341
"42",0.0092323257872771,0.0763052208835341
"43",0.0096117364360693,0.0803212851405622
"44",0.00999114708486152,0.0843373493975904
"45",0.0101176173011256,0.0923694779116466
"46",0.0103705577336537,0.0963855421686747
"47",0.0107499683824459,0.100401606425703
"48",0.01087643859871,0.104417670682731
"49",0.0113823194637663,0.104417670682731
"50",0.0113823194637663,0.108433734939759
"51",0.0121411407613507,0.112449799196787
"52",0.0131529024914633,0.116465863453815
"53",0.0136587833565195,0.120481927710843
"54",0.0140381940053117,0.120481927710843
"55",0.014544074870368,0.120481927710843
"56",0.0147970153028962,0.120481927710843
"57",0.0153028961679524,0.124497991967871
"58",0.0160617174655369,0.124497991967871
"59",0.016314657898065,0.132530120481928
"60",0.0165675983305931,0.136546184738956
"61",0.0174528898444416,0.136546184738956
"62",0.018085240925762,0.144578313253012
"63",0.0188440622233464,0.144578313253012
"64",0.0190970026558745,0.144578313253012
"65",0.0193499430884027,0.144578313253012
"66",0.0202352346022512,0.14859437751004
"67",0.0206146452510434,0.152610441767068
"68",0.0213734665486278,0.152610441767068
"69",0.0221322878462122,0.160642570281124
"70",0.0230175793600607,0.160642570281124
"71",0.0236499304413811,0.160642570281124
"72",0.0244087517389655,0.172690763052209
"73",0.0249146326040218,0.172690763052209
"74",0.0256734539016062,0.180722891566265
